Entry	Protein names	Gene names	Organism	Entry name
Q3V3I2	Guanine nucleotide-binding protein G(t) subunit alpha-3 (Gustducin alpha-3 chain)	Gnat3	Mus musculus (Mouse)	GNAT3_MOUSE
Q9D9T8	EF-hand domain-containing protein 1 (Myoclonin-1)	Efhc1	Mus musculus (Mouse)	EFHC1_MOUSE
Q8C7X2	ER membrane protein complex subunit 1	Emc1 Kiaa0090	Mus musculus (Mouse)	EMC1_MOUSE
Q9CZX9	ER membrane protein complex subunit 4 (Transmembrane protein 85)	Emc4 Tmem85	Mus musculus (Mouse)	EMC4_MOUSE
Q61749	Translation initiation factor eIF-2B subunit delta (eIF-2B GDP-GTP exchange factor subunit delta)	Eif2b4 Eif2b Eif2bd Jgr1a	Mus musculus (Mouse)	EI2BD_MOUSE
P22389	Endothelin-2 (ET-2) (Preproendothelin-2) (PPET2) (Vasoactive intestinal contractor) (VIC)	Edn2	Mus musculus (Mouse)	EDN2_MOUSE
P48299	Endothelin-3 (ET-3) (Preproendothelin-3) (PPET3)	Edn3	Mus musculus (Mouse)	EDN3_MOUSE
Q8BL66	Early endosome antigen 1	Eea1	Mus musculus (Mouse)	EEA1_MOUSE
P48302	Endothelin receptor type B (ET-B) (ET-BR) (Endothelin receptor non-selective type)	Ednrb	Mus musculus (Mouse)	EDNRB_MOUSE
Q8BHK9	DNA excision repair protein ERCC-6-like (EC 3.6.4.12) (ATP-dependent helicase ERCC6-like)	Ercc6l	Mus musculus (Mouse)	ERC6L_MOUSE
Q8QZR3	Pyrethroid hydrolase Ces2a (EC 3.1.1.88) (Carboxylic ester hydrolase 2A) (EC 3.1.1.-) (carboxylesterase 2A)	Ces2a Ces6	Mus musculus (Mouse)	EST2A_MOUSE
Q9DAL9	Protein FAM24A-like		Mus musculus (Mouse)	FA24L_MOUSE
Q14CH0	Protein FAM171B	Fam171b	Mus musculus (Mouse)	F171B_MOUSE
Q5DTI8	Extended synaptotagmin-3 (E-Syt3)	Esyt3 D9Ertd280e Fam62c Kiaa4186	Mus musculus (Mouse)	ESYT3_MOUSE
O08575	Eyes absent homolog 2 (EC 3.1.3.48)	Eya2 Eab1	Mus musculus (Mouse)	EYA2_MOUSE
Q4FZH1	Protein FAM189A2	Fam189a2 Gm967	Mus musculus (Mouse)	F1892_MOUSE
Q8R050	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Eukaryotic peptide chain release factor subunit 3a) (eRF3a) (G1 to S phase transition protein 1 homolog)	Gspt1 Erf3a	Mus musculus (Mouse)	ERF3A_MOUSE
Q5SVT3	Ewing's tumor-associated antigen 1 homolog	Etaa1	Mus musculus (Mouse)	ETAA1_MOUSE
Q5NC57	Protein FAM183B	Fam183b	Mus musculus (Mouse)	F183B_MOUSE
Q8CID3	Pseudokinase FAM20A	Fam20a	Mus musculus (Mouse)	FA20A_MOUSE
Q80VD1	Protein FAM98B	Fam98b	Mus musculus (Mouse)	FA98B_MOUSE
Q99LC5	Electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF)	Etfa	Mus musculus (Mouse)	ETFA_MOUSE
Q8C569	Protein FAM118B	Fam118b	Mus musculus (Mouse)	F118B_MOUSE
Q8C3F2	Constitutive coactivator of PPAR-gamma-like protein 2 (Protein FAM120C)	Fam120c ORF34	Mus musculus (Mouse)	F120C_MOUSE
Q9D8B6	Protein FAM210B, mitochondrial	Fam210b	Mus musculus (Mouse)	F210B_MOUSE
Q3ZN08	Protein FAM220A (Acrosomal protein ACPIN1) (STAT3-interacting protein as a repressor)	Fam220a Acpin1 Sipar	Mus musculus (Mouse)	F220A_MOUSE
Q00558	40-kDa huntingtin-associated protein (CpG island protein) (Factor VIII intron 22 protein)	F8a1 F8a Hap40	Mus musculus (Mouse)	HAP40_MOUSE
P23683	Homeobox even-skipped homolog protein 1 (EVX-1)	Evx1	Mus musculus (Mouse)	EVX1_MOUSE
P41164	ETS translocation variant 1 (Ets-related protein 81)	Etv1 Er81 Etsrp81	Mus musculus (Mouse)	ETV1_MOUSE
O08716	Fatty acid-binding protein 9 (15 kDa perforatorial protein) (PERF 15) (Testis lipid-binding protein) (TLBP) (Testis-type fatty acid-binding protein) (T-FABP)	Fabp9 Perf15 Tlbp	Mus musculus (Mouse)	FABP9_MOUSE
Q3LHH8	Exocrine gland-secreted peptide 1	Esp1 Gm6084	Mus musculus (Mouse)	ESP1_MOUSE
Q6PGN1	Erythroferrone (Complement C1q tumor necrosis factor-related protein 15) (Myonectin)	Erfe C1qtnf15 Ctrp15 Fam132b	Mus musculus (Mouse)	ERFE_MOUSE
Q80W54	CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (FACE-1) (Prenyl protein-specific endoprotease 1) (Zinc metalloproteinase Ste24 homolog)	Zmpste24 Face1	Mus musculus (Mouse)	FACE1_MOUSE
Q9D4H1	Exocyst complex component 2 (Exocyst complex component Sec5)	Exoc2 Sec5 Sec5l1	Mus musculus (Mouse)	EXOC2_MOUSE
Q99JZ7	ERBB receptor feedback inhibitor 1 (Mitogen-inducible gene 6 protein homolog) (MIG-6)	Errfi1 Mig6	Mus musculus (Mouse)	ERRFI_MOUSE
Q8BTW3	Exosome complex component MTR3 (Exosome component 6) (mRNA transport regulator 3 homolog)	Exosc6 Mtr3	Mus musculus (Mouse)	EXOS6_MOUSE
Q921I9	Exosome complex component RRP41 (Exosome component 4) (Ribosomal RNA-processing protein 41)	Exosc4 Rrp41	Mus musculus (Mouse)	EXOS4_MOUSE
P26151	High affinity immunoglobulin gamma Fc receptor I (IgG Fc receptor I) (Fc-gamma RI) (FcRI) (CD antigen CD64)	Fcgr1 Fcg1	Mus musculus (Mouse)	FCGR1_MOUSE
Q9JL26	Formin-like protein 1 (Formin-related protein)	Fmnl1 Frl Frl1	Mus musculus (Mouse)	FMNL1_MOUSE
A0A0B4J1G0	Low affinity immunoglobulin gamma Fc region receptor IV (CD16-2) (FcgammaRIV)	Fcgr4	Mus musculus (Mouse)	FCGR4_MOUSE
Q05860	Formin-1 (Limb deformity protein)	Fmn1 Fmn Ld	Mus musculus (Mouse)	FMN1_MOUSE
Q8BY35	FYVE, RhoGEF and PH domain-containing protein 2	Fgd2	Mus musculus (Mouse)	FGD2_MOUSE
P59266	Acyl-coenzyme A diphosphatase FITM2 (EC 3.6.1.-) (Fat storage-inducing transmembrane protein 2) (Fat-inducing protein 2)	Fitm2 Fit2	Mus musculus (Mouse)	FITM2_MOUSE
Q8BG21	Calcium channel flower homolog (Calcium channel flower domain-containing protein 1)	Cacfd1	Mus musculus (Mouse)	FLOWR_MOUSE
P97872	Flavin-containing monooxygenase 5 (FMO 5) (Dimethylaniline monooxygenase [N-oxide-forming] 5) (EC 1.14.13.8) (Dimethylaniline oxidase 5) (Hepatic flavin-containing monooxygenase 5) (NAPDH oxidase) (EC 1.6.3.1)	Fmo5	Mus musculus (Mouse)	FMO5_MOUSE
Q8R4Y0	Fc receptor-like protein 1 (FcR-like protein 1) (FcRL1) (BXMAS1-like protein 1) (mBXMH1) (Fc receptor homolog 1) (FcRH1) (moFcRH1) (IFGP family protein 1) (mIFGP1) (CD antigen CD307a)	Fcrl1 Fcrh1 Ifgp1	Mus musculus (Mouse)	FCRL1_MOUSE
P61148	Fibroblast growth factor 1 (FGF-1) (Acidic fibroblast growth factor) (aFGF) (Heparin-binding growth factor 1) (HBGF-1)	Fgf1 Fgf-1 Fgfa	Mus musculus (Mouse)	FGF1_MOUSE
Q9ESL9	Fibroblast growth factor 20 (FGF-20)	Fgf20	Mus musculus (Mouse)	FGF20_MOUSE
Q920A9	Fc receptor-like A (Fc receptor homolog expressed in B-cells) (Fc receptor-like and mucin-like protein 1) (Fc receptor-like protein) (Fc receptor-related protein X) (FcRX)	Fcrla Fcrl Fcrl1 Fcrlm1 Fcrx Freb	Mus musculus (Mouse)	FCRLA_MOUSE
P59024	Peptidyl-prolyl cis-trans isomerase FKBP14 (PPIase FKBP14) (EC 5.2.1.8) (FK506-binding protein 14) (FKBP-14) (Rotamase)	Fkbp14	Mus musculus (Mouse)	FKB14_MOUSE
P21658	Fibroblast growth factor 6 (FGF-6) (Heparin secretory-transforming protein 2) (HST-2) (HSTF-2) (Heparin-binding growth factor 6) (HBGF-6)	Fgf6 Fgf-6 Hstf2	Mus musculus (Mouse)	FGF6_MOUSE
Q08879	Fibulin-1 (FIBL-1) (Basement-membrane protein 90) (BM-90)	Fbln1	Mus musculus (Mouse)	FBLN1_MOUSE
Q922E6	FAST kinase domain-containing protein 2, mitochondrial	Fastkd2	Mus musculus (Mouse)	FAKD2_MOUSE
P16858	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (Peptidyl-cysteine S-nitrosylase GAPDH) (EC 2.6.99.-)	Gapdh Gapd	Mus musculus (Mouse)	G3P_MOUSE
P23772	Trans-acting T-cell-specific transcription factor GATA-3 (GATA-binding factor 3)	Gata3 Gata-3	Mus musculus (Mouse)	GATA3_MOUSE
O88853	Galanin receptor type 3 (GAL3-R) (GALR-3)	Galr3 Galnr3	Mus musculus (Mouse)	GALR3_MOUSE
O08912	Polypeptide N-acetylgalactosaminyltransferase 1 (EC 2.4.1.41) (Polypeptide GalNAc transferase 1) (GalNAc-T1) (pp-GaNTase 1) (Protein-UDP acetylgalactosaminyltransferase 1) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 1) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 1 soluble form]	Galnt1	Mus musculus (Mouse)	GALT1_MOUSE
Q8BKG4	Frizzled-10 (Fz-10) (CD antigen CD350)	Fzd10 Fz10	Mus musculus (Mouse)	FZD10_MOUSE
Q8C0V9	FERM domain-containing protein 6	Frmd6	Mus musculus (Mouse)	FRMD6_MOUSE
O70421	Frizzled-1 (Fz-1) (mFz1)	Fzd1	Mus musculus (Mouse)	FZD1_MOUSE
Q9QUH0	Glutaredoxin-1 (Thioltransferase-1) (TTase-1)	Glrx Glrx1 Grx Grx1	Mus musculus (Mouse)	GLRX1_MOUSE
Q9JL16	Interferon-stimulated gene 20 kDa protein (EC 3.1.13.1) (Promyelocytic leukemia nuclear body-associated protein ISG20) (Protein DnaQL)	Isg20	Mus musculus (Mouse)	ISG20_MOUSE
Q14DK4	Glycerol-3-phosphate acyltransferase 2, mitochondrial (GPAT-2) (EC 2.3.1.15) (1-acylglycerol-3-phosphate O-acyltransferase GPAT2) (EC 2.3.1.51) (xGPAT1)	Gpat2	Mus musculus (Mouse)	GPAT2_MOUSE
P63094	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short (Adenylate cyclase-stimulating G alpha protein)	Gnas Gnas1 MNCb-5546	Mus musculus (Mouse)	GNAS2_MOUSE
B2RPY5	G-protein coupled receptor 161	Gpr161 Gm208	Mus musculus (Mouse)	GP161_MOUSE
Q3U507	Probable G-protein coupled receptor 174	Gpr174 Gm376	Mus musculus (Mouse)	GP174_MOUSE
Q8C0N2	Glycerol-3-phosphate acyltransferase 3 (GPAT-3) (EC 2.3.1.15) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 10) (AGPAT 10) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 9) (1-AGP acyltransferase 9) (1-AGPAT 9) (EC 2.3.1.51) (Acyl-CoA:glycerol-3-phosphate acyltransferase 3) (mGPAT3) (Lysophosphatidic acid acyltransferase theta) (LPAAT-theta)	Gpat3 Agpat9	Mus musculus (Mouse)	GPAT3_MOUSE
Q8K2C8	Glycerol-3-phosphate acyltransferase 4 (GPAT4) (EC 2.3.1.15) (1-acylglycerol-3-phosphate O-acyltransferase 6) (1-AGP acyltransferase 6) (1-AGPAT 6) (Acyl-CoA:glycerol-3-phosphate acyltransferase 4) (Lysophosphatidic acid acyltransferase zeta) (LPAAT-zeta) (Testis spermatogenesis apoptosis-related protein 7)	Gpat4 Agpat6 Tsarg7	Mus musculus (Mouse)	GPAT4_MOUSE
Q9WUX5	Inositol 1,4,5-triphosphate receptor associated 1 (Inositol 1,4,5-trisphosphate receptor-associated cGMP kinase substrate) (JAW1-related protein MRVI1) (Murine retrovirus integration site 1 protein) (Protein MRVI1)	Irag1 Irag Mrvi1	Mus musculus (Mouse)	IRAG1_MOUSE
Q09TK7	Serine protease inhibitor Kazal-type 11	Spink11	Mus musculus (Mouse)	ISK11_MOUSE
Q8BG55	Probable G-protein coupled receptor 171	Gpr171	Mus musculus (Mouse)	GP171_MOUSE
Q3UTS8	Serine protease inhibitor Kazal-type 13 (Serine protease inhibitor Kazal-type 5-like 3)	Spink13 Spink5l3	Mus musculus (Mouse)	ISK13_MOUSE
P43142	G-protein coupled receptor 182 (G10D) (NOW)	Gpr182 Admr Gpcr22	Mus musculus (Mouse)	GP182_MOUSE
Q3U6B2	G-protein coupled receptor 183 (Epstein-Barr virus-induced G-protein coupled receptor 2 homolog) (EBI2) (EBV-induced G-protein coupled receptor 2 homolog)	Gpr183 Ebi2	Mus musculus (Mouse)	GP183_MOUSE
Q6IR34	G-protein-signaling modulator 1 (Activator of G-protein signaling 3)	Gpsm1 Ags3 C10a	Mus musculus (Mouse)	GPSM1_MOUSE
P55104	Inhibin beta C chain (Activin beta-C chain)	Inhbc	Mus musculus (Mouse)	INHBC_MOUSE
Q9D428	Golgin subfamily A member 7B	GOLGA7B	Mus musculus (Mouse)	GOG7B_MOUSE
Q7TQC7	G patch domain-containing protein 2	Gpatch2 Gpatc2	Mus musculus (Mouse)	GPTC2_MOUSE
D3Z690	Izumo sperm-egg fusion protein 4	Izumo4	Mus musculus (Mouse)	IZUM4_MOUSE
Q9D733	Pancreatic secretory granule membrane major glycoprotein GP2 (Pancreatic zymogen granule membrane protein GP-2)	Gp2	Mus musculus (Mouse)	GP2_MOUSE
Q8BIY1	G patch domain-containing protein 3	Gpatch3 Gpatc3	Mus musculus (Mouse)	GPTC3_MOUSE
Q9R087	Glypican-6 [Cleaved into: Secreted glypican-6]	Gpc6	Mus musculus (Mouse)	GPC6_MOUSE
Q8K4Z6	G-protein coupled receptor family C group 6 member A	Gprc6a	Mus musculus (Mouse)	GPC6A_MOUSE
P50431	Serine hydroxymethyltransferase, cytosolic (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)	Shmt1 Shmt	Mus musculus (Mouse)	GLYC_MOUSE
O35659	Glucagon-like peptide 1 receptor (GLP-1 receptor) (GLP-1-R) (GLP-1R)	Glp1r	Mus musculus (Mouse)	GLP1R_MOUSE
Q3ULJ0	Glycerol-3-phosphate dehydrogenase 1-like protein (EC 1.1.1.8)	Gpd1l Kiaa0089	Mus musculus (Mouse)	GPD1L_MOUSE
P42867	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase)	Dpagt1 Dpagt2 Gnpta	Mus musculus (Mouse)	GPT_MOUSE
P0C191	Platelet glycoprotein VI (GPVI) (Glycoprotein 5)	Gp6	Mus musculus (Mouse)	GPVI_MOUSE
O08742	Platelet glycoprotein V (GPV) (Glycoprotein 5) (CD antigen CD42d)	Gp5	Mus musculus (Mouse)	GPV_MOUSE
E9Q5L8	Glycine-N-acyltransferase-like protein 3 (EC 2.3.1.13) (Acyl-CoA:glycine-N-acyltransferase-like protein 3)	Glyatl3	Mus musculus (Mouse)	GLYL3_MOUSE
Q00651	Integrin alpha-4 (CD49 antigen-like family member D) (Integrin alpha-IV) (Lymphocyte Peyer patch adhesion molecules subunit alpha) (LPAM subunit alpha) (VLA-4 subunit alpha) (CD antigen CD49d)	Itga4	Mus musculus (Mouse)	ITA4_MOUSE
P35802	Neuronal membrane glycoprotein M6-a (M6a)	Gpm6a M6a	Mus musculus (Mouse)	GPM6A_MOUSE
Q66JY2	INO80 complex subunit D	Ino80d	Mus musculus (Mouse)	IN80D_MOUSE
Q91ZI8	Thyroxine 5-deiodinase (EC 1.21.99.3) (5DIII) (DIOIII) (Type 3 DI) (Type III iodothyronine deiodinase)	Dio3	Mus musculus (Mouse)	IOD3_MOUSE
Q9Z0R4	Intersectin-1 (EH and SH3 domains protein 1)	Itsn1 Ese1 Itsn	Mus musculus (Mouse)	ITSN1_MOUSE
Q6NS65	Uracil nucleotide/cysteinyl leukotriene receptor (UDP/CysLT receptor) (G-protein coupled receptor 17)	Gpr17	Mus musculus (Mouse)	GPR17_MOUSE
Q0VDU3	G-protein coupled receptor 15	Gpr15	Mus musculus (Mouse)	GPR15_MOUSE
P0C5J4	G-protein coupled receptor 52	Gpr52	Mus musculus (Mouse)	GPR52_MOUSE
P04223	H-2 class I histocompatibility antigen, K-K alpha chain (H-2K(K))	H2-K1 H2-K	Mus musculus (Mouse)	HA1K_MOUSE
P02104	Hemoglobin subunit epsilon-Y2 (Epsilon-Y2-globin) (Hemoglobin epsilon-Y2 chain)	Hbb-y	Mus musculus (Mouse)	HBE_MOUSE
P01895	H-2 class I histocompatibility antigen, alpha chain (Clone PAG64) (Fragment)	H2-D1	Mus musculus (Mouse)	HA1Y_MOUSE
Q810K9	Glucoside xylosyltransferase 2 (EC 2.4.2.42) (Glycosyltransferase 8 domain-containing protein 4)	Gxylt2 Glt8d4	Mus musculus (Mouse)	GXLT2_MOUSE
P33680	Guanylin (Guanylate cyclase activator 2A)	Guca2a Guca2	Mus musculus (Mouse)	GUC2A_MOUSE
Q3UHH8	Glucoside xylosyltransferase 1 (EC 2.4.2.42) (Glycosyltransferase 8 domain-containing protein 3)	Gxylt1 Glt8d3 Gm87	Mus musculus (Mouse)	GXLT1_MOUSE
Q8C1D8	Protein IWS1 homolog (IWS1-like protein)	Iws1 Iws1l	Mus musculus (Mouse)	IWS1_MOUSE
A2AKM2	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 4 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 4) (HACD4) (Protein-tyrosine phosphatase-like A domain-containing protein 2)	Hacd4 Ptplad2	Mus musculus (Mouse)	HACD4_MOUSE
P43276	Histone H1.5 (H1 VAR.5) (H1b)	H1-5 H1f5 Hist1h1b	Mus musculus (Mouse)	H15_MOUSE
P47791	Glutathione reductase, mitochondrial (GR) (GRase) (EC 1.8.1.7)	Gsr Gr1	Mus musculus (Mouse)	GSHR_MOUSE
P01921	H-2 class II histocompatibility antigen, A-D beta chain	H2-Ab1	Mus musculus (Mouse)	HB2D_MOUSE
Q3TC93	HCLS1-binding protein 3 (HS1-binding protein 3) (HSP1BP-3)	Hs1bp3	Mus musculus (Mouse)	H1BP3_MOUSE
Q8BU33	2-hydroxyacyl-CoA lyase 2 (EC 4.1.2.-) (Acetolactate synthase-like protein) (IlvB-like protein)	Ilvbl Hacl2	Mus musculus (Mouse)	HACL2_MOUSE
Q61702	Inter-alpha-trypsin inhibitor heavy chain H1 (ITI heavy chain H1) (ITI-HC1) (Inter-alpha-inhibitor heavy chain 1)	Itih1	Mus musculus (Mouse)	ITIH1_MOUSE
P19001	Keratin, type I cytoskeletal 19 (Cytokeratin-19) (CK-19) (Keratin-19) (K19)	Krt19 Krt1-19	Mus musculus (Mouse)	K1C19_MOUSE
Q61703	Inter-alpha-trypsin inhibitor heavy chain H2 (ITI heavy chain H2) (ITI-HC2) (Inter-alpha-inhibitor heavy chain 2)	Itih2	Mus musculus (Mouse)	ITIH2_MOUSE
Q9D312	Keratin, type I cytoskeletal 20 (Cytokeratin-20) (CK-20) (Keratin-20) (K20)	Krt20	Mus musculus (Mouse)	K1C20_MOUSE
Q61704	Inter-alpha-trypsin inhibitor heavy chain H3 (ITI heavy chain H3) (ITI-HC3) (Inter-alpha-inhibitor heavy chain 3)	Itih3	Mus musculus (Mouse)	ITIH3_MOUSE
Q99PS0	Keratin, type I cytoskeletal 23 (Cytokeratin-23) (CK-23) (Keratin-23) (K23)	Krt23 Haik1 Krt1-23	Mus musculus (Mouse)	K1C23_MOUSE
Q9DCX8	Iodotyrosine deiodinase 1 (IYD-1) (EC 1.21.1.1) (Iodotyrosine dehalogenase 1)	Iyd Dehal1	Mus musculus (Mouse)	IYD1_MOUSE
Q9R088	Thymidine kinase 2, mitochondrial (EC 2.7.1.21) (Mt-TK)	Tk2	Mus musculus (Mouse)	KITM_MOUSE
C0HKE1	Histone H2A type 1-B	H2ac4 Hist1h2ab	Mus musculus (Mouse)	H2A1B_MOUSE
P53657	Pyruvate kinase PKLR (EC 2.7.1.40) (L-PK) (Pyruvate kinase isozymes L/R)	Pklr	Mus musculus (Mouse)	KPYR_MOUSE
Q8BWJ3	Phosphorylase b kinase regulatory subunit alpha, liver isoform (Phosphorylase kinase alpha L subunit)	Phka2	Mus musculus (Mouse)	KPB2_MOUSE
P55200	Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.364) (ALL-1) (Cysteine methyltransferase KMT2A) (EC 2.1.1.-) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]	Kmt2a All1 Hrx Mll Mll1	Mus musculus (Mouse)	KMT2A_MOUSE
Q7TSH2	Phosphorylase b kinase regulatory subunit beta (Phosphorylase kinase subunit beta)	Phkb	Mus musculus (Mouse)	KPBB_MOUSE
P05532	Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (CD antigen CD117)	Kit Sl	Mus musculus (Mouse)	KIT_MOUSE
O08550	Histone-lysine N-methyltransferase 2B (Lysine N-methyltransferase 2B) (EC 2.1.1.364) (Myeloid/lymphoid or mixed-lineage leukemia protein 4 homolog) (Trithorax homolog 2) (WW domain-binding protein 7) (WBP-7)	Kmt2b Mll2 Trx2 Wbp7	Mus musculus (Mouse)	KMT2B_MOUSE
Q925H2	Keratin-associated protein 19-1 (Keratin-associated protein 16-9) (Keratin-associated protein 16.9)	Krtap19-1 Krtap16-9 Krtap16.9	Mus musculus (Mouse)	KR191_MOUSE
Q8C078	Calcium/calmodulin-dependent protein kinase kinase 2 (CaM-KK 2) (CaM-kinase kinase 2) (CaMKK 2) (EC 2.7.11.17) (Calcium/calmodulin-dependent protein kinase kinase beta) (CaM-KK beta) (CaM-kinase kinase beta) (CaMKK beta)	Camkk2 Kiaa0787	Mus musculus (Mouse)	KKCC2_MOUSE
Q8VC57	BTB/POZ domain-containing protein KCTD5	Kctd5	Mus musculus (Mouse)	KCTD5_MOUSE
Q925I0	Keratin-associated protein 19-2 (Keratin-associated protein 16-1) (Keratin-associated protein 16.1)	Krtap19-2 Krtap16-1 Krtap16.1	Mus musculus (Mouse)	KR192_MOUSE
Q925H6	Keratin-associated protein 19-3 (Keratin-associated protein 16-5) (Keratin-associated protein 16.5)	Krtap19-3 Krtap16-5 Krtap16.5	Mus musculus (Mouse)	KR193_MOUSE
P20444	Protein kinase C alpha type (PKC-A) (PKC-alpha) (EC 2.7.11.13)	Prkca Pkca	Mus musculus (Mouse)	KPCA_MOUSE
Q2YDW7	N-lysine methyltransferase KMT5A (EC 2.1.1.-) (H4-K20-HMTase KMT5A) (Histone-lysine N-methyltransferase KMT5A) (EC 2.1.1.361) (Lysine-specific methylase 5A) (PR/SET domain-containing protein 07) (PR-Set7) (PR/SET07) (SET domain-containing protein 8)	Kmt5a Setd8	Mus musculus (Mouse)	KMT5A_MOUSE
O88447	Kinesin light chain 1 (KLC 1)	Klc1 Kns2	Mus musculus (Mouse)	KLC1_MOUSE
Q62101	Serine/threonine-protein kinase D1 (EC 2.7.11.13) (Protein kinase C mu type) (Protein kinase D) (nPKC-D1) (nPKC-mu)	Prkd1 Pkcm Pkd Prkcm	Mus musculus (Mouse)	KPCD1_MOUSE
Q61543	Golgi apparatus protein 1 (E-selectin ligand 1) (ESL-1) (Selel) (Golgi sialoglycoprotein MG-160)	Glg1 Esl1 Mg160 Selel	Mus musculus (Mouse)	GSLG1_MOUSE
Q8BR93	Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)	Harbi1	Mus musculus (Mouse)	HARB1_MOUSE
P83555	Killer cell immunoglobulin-like receptor 3DL1 (CD antigen CD158e)	Kir3dl1	Mus musculus (Mouse)	KI3L1_MOUSE
Q9EST1	Gasdermin-A (Gasdermin-1) (Gasdermin-A1) [Cleaved into: Gasdermin-A, N-terminal (GSDMA-NT); Gasdermin-A, C-terminal (GSDMA-CT)]	Gsdma Gsdm Gsdm1 Gsdma1	Mus musculus (Mouse)	GSDMA_MOUSE
Q8QZX2	HAUS augmin-like complex subunit 3	Haus3	Mus musculus (Mouse)	HAUS3_MOUSE
P28798	Progranulin (PGRN) (Acrogranin) (Epithelin/granulin precursor) (Glycoprotein of 88 Kda) (GP88) (Glycoprotein 88) (PC cell-derived growth factor) (PCDGF) (Proepithelin) (PEPI) [Cleaved into: Paragranulin; Granulin-1; Granulin-2; Granulin-3; Granulin-4; Granulin-5; Granulin-6; Granulin-7]	Grn	Mus musculus (Mouse)	GRN_MOUSE
E9Q3E1	Aldehyde dehydrogenase family 3 member B2 (EC 1.2.1.3) (Aldehyde dehydrogenase 8)	Aldh3b2	Mus musculus (Mouse)	AL3B2_MOUSE
Q8R0Y6	Cytosolic 10-formyltetrahydrofolate dehydrogenase (10-FTHFDH) (FDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L1)	Aldh1l1 Fthfd	Mus musculus (Mouse)	AL1L1_MOUSE
Q9JJW6	Aly/REF export factor 2 (Alyref) (RNA and export factor-binding protein 2)	Alyref2 Ref2 Refbp2	Mus musculus (Mouse)	ALRF2_MOUSE
J3QMK6	Aldehyde dehydrogenase family 3 member B3 (EC 1.2.1.3)	Aldh3b3	Mus musculus (Mouse)	AL3B3_MOUSE
Q9JLJ2	4-trimethylaminobutyraldehyde dehydrogenase (TMABA-DH) (TMABADH) (EC 1.2.1.47) (Aldehyde dehydrogenase family 9 member A1) (EC 1.2.1.3)	Aldh9a1	Mus musculus (Mouse)	AL9A1_MOUSE
Q91XC0	LIM domain-containing protein ajuba	Ajuba Jub	Mus musculus (Mouse)	AJUBA_MOUSE
Q811Q4	Disintegrin and metalloproteinase domain-containing protein 29 (ADAM 29)	Adam29	Mus musculus (Mouse)	ADA29_MOUSE
Q9DBI2	Bardet-Biedl syndrome 10 protein homolog	Bbs10	Mus musculus (Mouse)	BBS10_MOUSE
Q01338	Alpha-2A adrenergic receptor (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR)	Adra2a	Mus musculus (Mouse)	ADA2A_MOUSE
Q5SUD9	Bardet-Biedl syndrome 12 protein homolog	Bbs12 Gm1805	Mus musculus (Mouse)	BBS12_MOUSE
Q9JHI2	tRNA-specific adenosine deaminase 1 (mADAT1) (EC 3.5.4.34) (tRNA-specific adenosine-37 deaminase)	Adat1	Mus musculus (Mouse)	ADAT1_MOUSE
Q3UMC0	ATPase family protein 2 homolog (EC 3.6.4.10) (Spermatogenesis-associated factor protein) (Spermatogenesis-associated protein 5)	Spata5 Spaf	Mus musculus (Mouse)	AFG2H_MOUSE
P51830	Adenylate cyclase type 9 (EC 4.6.1.1) (ATP pyrophosphate-lyase 9) (Adenylate cyclase type IX) (Adenylyl cyclase 9) (AC9) (Adenylyl cyclase type 10) (ACTP10)	Adcy9	Mus musculus (Mouse)	ADCY9_MOUSE
Q9DBR0	A-kinase anchor protein 8 (AKAP-8) (A-kinase anchor protein 95 kDa) (AKAP 95)	Akap8 Akap95	Mus musculus (Mouse)	AKAP8_MOUSE
